Local;fecha;Base0;Base<>0;Impuestos;Venta-Impuesto;Suma de total_venta_sinimpuestos
006-ESTEROS;28-mar;$1.162,46;$387,31;$58,10;$1.607,87;1549,7698
006-ESTEROS;29-mar;$1.121,53;$311,33;$46,70;$1.479,56;1432,85983
006-ESTEROS;30-mar;$989,67;$426,15;$63,92;$1.479,74;1415,815665
006-ESTEROS;31-mar;$1.466,14;$575,01;$86,25;$2.127,40;2041,151044
006-ESTEROS;01-abr;$1.381,08;$449,72;$67,46;$1.898,27;1830,809087
006-ESTEROS;02-abr;$1.353,38;$545,24;$81,79;$1.980,41;1898,619135
006-ESTEROS;03-abr;$1.490,66;$441,17;$66,17;$1.998,00;1931,82283
006-ESTEROS;04-abr;$1.337,14;$633,22;$94,98;$2.065,35;1970,364213
006-ESTEROS;05-abr;$1.450,42;$615,62;$92,34;$2.158,38;2066,035487
006-ESTEROS;06-abr;$1.059,92;$520,53;$78,08;$1.658,53;1580,45307
006-ESTEROS;07-abr;$1.324,89;$476,22;$71,43;$1.872,54;1801,107035
006-ESTEROS;08-abr;$1.191,43;$324,63;$48,69;$1.564,76;1516,065426
006-ESTEROS;09-abr;$1.678,86;$457,56;$68,63;$2.205,05;2136,415735
006-ESTEROS;10-abr;$1.184,94;$347,45;$52,12;$1.584,50;1532,383591
006-ESTEROS;11-abr;$1.284,14;$422,42;$63,36;$1.769,93;1706,563391
006-ESTEROS;12-abr;$1.360,16;$441,46;$66,22;$1.867,84;1801,617317
006-ESTEROS;13-abr;$862,60;$311,06;$46,66;$1.220,32;1173,656326
006-ESTEROS;14-abr;$1.208,79;$459,30;$68,90;$1.736,98;1668,088987
006-ESTEROS;15-abr;$1.159,43;$412,96;$61,94;$1.634,33;1572,387961
006-ESTEROS;16-abr;$1.101,05;$394,92;$59,24;$1.555,20;1495,96443
006-ESTEROS;17-abr;$1.202,52;$488,20;$73,23;$1.763,95;1690,718778
006-ESTEROS;18-abr;$1.121,32;$372,15;$55,82;$1.549,29;1493,467587
006-ESTEROS;19-abr;$1.045,07;$445,69;$66,85;$1.557,62;1490,767844
006-ESTEROS;20-abr;$1.013,96;$392,40;$58,86;$1.465,22;1406,359196
006-ESTEROS;21-abr;$1.487,34;$446,66;$67,00;$2.001,00;1933,996539
006-ESTEROS;22-abr;$1.247,00;$399,12;$59,87;$1.705,99;1646,119965
006-ESTEROS;23-abr;$1.120,63;$420,51;$63,08;$1.604,22;1541,146287
006-ESTEROS;24-abr;$976,75;$375,90;$56,39;$1.409,03;1352,645452
006-ESTEROS;25-abr;$1.202,47;$350,79;$52,62;$1.605,88;1553,265478
006-ESTEROS;26-abr;$1.923,72;$411,35;$61,70;$2.396,78;2335,072413
006-ESTEROS;27-abr;$1.126,23;$389,96;$58,49;$1.574,68;1516,187574
006-ESTEROS;28-abr;$1.170,96;$424,26;$63,64;$1.658,86;1595,218913
006-ESTEROS;29-abr;$1.226,03;$369,37;$55,41;$1.650,80;1595,39867
006-ESTEROS;30-abr;$1.310,25;$540,84;$81,13;$1.932,22;1851,093644
006-ESTEROS;01-may;$1.394,11;$390,41;$58,56;$1.843,08;1784,520678
006-ESTEROS;02-may;$1.269,11;$439,73;$65,96;$1.774,81;1708,847639
006-ESTEROS;03-may;$1.101,89;$391,76;$58,76;$1.552,41;1493,648626
006-ESTEROS;04-may;$1.142,69;$345,86;$51,88;$1.540,44;1488,555783
006-ESTEROS;05-may;$1.457,18;$408,44;$61,27;$1.926,89;1865,623483
006-ESTEROS;06-may;$1.109,23;$430,49;$64,57;$1.604,29;1539,714217
006-ESTEROS;07-may;$1.186,27;$549,73;$82,46;$1.818,46;1736,000404
006-ESTEROS;08-may;$1.104,24;$328,22;$49,23;$1.481,70;1432,463383
006-ESTEROS;09-may;$1.091,05;$397,55;$59,63;$1.548,23;1488,601196
Total 006-ESTEROS;;$89.585,86;$30.677,43;$4.601,61;$124.864,90;120263,2876
007-MATERNIDAD;01-mar;$690,60;$327,44;$49,12;$1.067,15;1018,036687
;02-mar;$424,82;$235,66;$35,35;$695,83;660,4793131
;03-mar;$405,42;$192,79;$28,92;$627,14;598,2168479
;04-mar;$435,82;$239,81;$35,97;$711,60;675,6292696
;05-mar;$816,80;$373,67;$56,05;$1.246,53;1190,476004
;06-mar;$545,52;$421,80;$63,27;$1.030,59;967,3189
;07-mar;$993,57;$402,01;$60,30;$1.455,88;1395,575135
;08-mar;$486,03;$245,08;$36,76;$767,87;731,1114131
;09-mar;$544,41;$311,71;$46,76;$902,87;856,115
;10-mar;$563,89;$274,09;$41,11;$879,09;837,9798522
;11-mar;$439,28;$211,43;$31,71;$682,42;650,7096522
;12-mar;$580,37;$226,61;$33,99;$840,97;806,9830348
;13-mar;$596,29;$217,17;$32,58;$846,04;813,4638696
;14-mar;$651,17;$313,83;$47,07;$1.012,08;965,0007435
;15-mar;$623,25;$335,61;$50,34;$1.009,20;958,8571348
;16-mar;$454,57;$235,56;$35,33;$725,46;690,1290652
;17-mar;$728,33;$367,21;$55,08;$1.150,62;1095,542844
;18-mar;$517,00;$291,23;$43,68;$851,92;808,2311826
;19-mar;$573,79;$261,60;$39,24;$874,62;835,3822218
;20-mar;$731,30;$264,68;$39,70;$1.035,68;995,9791174
;21-mar;$510,86;$238,13;$35,72;$784,71;748,9924609
;22-mar;$612,62;$399,01;$59,85;$1.071,48;1011,632204
;23-mar;$595,93;$241,50;$36,22;$873,65;837,4299435
;24-mar;$515,32;$245,18;$36,78;$797,27;760,4935479
;25-mar;$567,35;$276,19;$41,43;$884,97;843,5374566
;26-mar;$457,77;$229,94;$34,49;$722,20;687,7087783
;27-mar;$365,02;$193,56;$29,03;$587,62;558,5851652
;28-mar;$531,93;$218,86;$32,83;$783,62;750,7954609
;29-mar;$560,21;$390,37;$58,56;$1.009,14;950,5860174
;30-mar;$503,44;$227,10;$34,07;$764,61;730,5422392
;31-mar;$897,30;$385,47;$57,82;$1.340,59;1282,770709
;01-abr;$622,45;$330,24;$49,54;$1.002,23;952,6975957
;02-abr;$686,44;$254,40;$38,16;$979,00;940,8401
;03-abr;$811,20;$400,71;$60,11;$1.272,01;1211,905557
;04-abr;$588,86;$249,22;$37,38;$875,46;838,0797696
;05-abr;$680,71;$337,36;$50,60;$1.068,67;1018,068165
;06-abr;$480,75;$310,61;$46,59;$837,94;791,3503087
;07-abr;$688,48;$403,74;$60,56;$1.152,79;1092,224339
;08-abr;$512,92;$314,09;$47,11;$874,13;827,0119826
;09-abr;$502,79;$269,78;$40,47;$813,03;772,5662218
;10-abr;$487,15;$196,22;$29,43;$712,81;683,3739653
;11-abr;$513,81;$183,73;$27,56;$725,11;697,5462348
;12-abr;$610,05;$249,39;$37,41;$896,84;859,4342
;13-abr;$539,95;$299,83;$44,97;$884,75;839,7791435
;14-abr;$674,31;$364,09;$54,61;$1.093,01;1038,401248
;15-abr;$622,56;$348,73;$52,31;$1.023,60;971,2886131
;16-abr;$501,97;$202,78;$30,42;$735,17;704,7502565
;17-abr;$516,60;$258,90;$38,84;$814,33;775,4996522
;18-abr;$608,75;$346,10;$51,92;$1.006,76;954,8479
;19-abr;$392,46;$244,71;$36,71;$673,87;637,1659131
;20-abr;$394,46;$203,46;$30,52;$628,43;597,9147131
;21-abr;$550,96;$248,57;$37,29;$836,81;799,5244609
;22-abr;$474,02;$207,06;$31,06;$712,14;681,0794653
;23-abr;$664,52;$308,08;$46,21;$1.018,81;972,5997827
;24-abr;$595,62;$211,97;$31,80;$839,39;807,5915174
;25-abr;$519,58;$260,37;$39,06;$819,01;779,9504565
;26-abr;$509,22;$225,42;$33,81;$768,45;734,636187
;27-abr;$527,86;$208,25;$31,24;$767,34;736,1031131
;28-abr;$562,21;$349,99;$52,50;$964,70;912,2040218
;29-abr;$557,09;$203,49;$30,52;$791,11;760,5835348
;30-abr;$732,88;$319,35;$47,90;$1.100,13;1052,229809
;01-may;$545,49;$308,42;$46,26;$900,17;853,9071044
;02-may;$461,06;$224,92;$33,74;$719,72;685,9780826
;03-may;$393,50;$305,04;$45,76;$744,30;698,5476348
;04-may;$393,06;$265,56;$39,83;$698,46;658,626187
;05-may;$546,82;$242,50;$36,37;$825,69;789,314887
;06-may;$459,04;$229,81;$34,47;$723,33;688,8561348
;07-may;$629,37;$357,02;$53,55;$1.039,94;986,3887305
;08-may;$443,21;$223,40;$33,51;$700,12;666,6080522
;09-may;$373,28;$257,79;$38,67;$669,73;631,0644826
Total 007-MATERNIDAD;;$39.295,43;$19.519,40;$2.927,91;$61.742,74;58814,83079
008-ESTEROS-D;01-mar;$1.846,74;$504,34;$75,65;$2.426,74;2351,087813
;02-mar;$1.324,90;$454,74;$68,21;$1.847,85;1779,642352
;03-mar;$1.127,75;$302,08;$45,31;$1.475,14;1429,827417
;04-mar;$1.260,00;$449,74;$67,46;$1.777,21;1709,745661
;05-mar;$1.578,58;$441,85;$66,28;$2.086,70;2020,42153
;06-mar;$1.277,25;$540,26;$81,04;$1.898,56;1817,518252
;07-mar;$3.529,54;$517,55;$77,63;$4.124,73;4047,096939
;08-mar;$1.363,17;$452,88;$67,93;$1.883,98;1816,048843
;09-mar;$1.591,74;$536,69;$80,50;$2.208,93;2128,428017
;10-mar;$1.651,66;$543,96;$81,59;$2.277,21;2195,615209
;11-mar;$1.778,17;$581,16;$87,17;$2.446,50;2359,321922
;12-mar;$1.404,28;$451,07;$67,66;$1.923,01;1855,349948
;13-mar;$1.790,13;$424,36;$63,65;$2.278,14;2214,489787
;14-mar;$1.478,80;$542,95;$81,44;$2.103,20;2021,755896
;15-mar;$1.692,88;$624,24;$93,64;$2.410,75;2317,116261
;16-mar;$1.405,89;$416,75;$62,51;$1.885,16;1822,645561
;17-mar;$1.534,07;$640,64;$96,10;$2.270,80;2174,704674
;18-mar;$1.309,87;$489,02;$73,35;$1.872,25;1798,891661
;19-mar;$2.229,52;$378,56;$56,78;$2.664,86;2608,07887
;20-mar;$1.682,47;$689,11;$103,37;$2.474,95;2371,578513
;21-mar;$1.311,41;$489,71;$73,46;$1.874,58;1801,125465
;22-mar;$1.477,91;$405,46;$60,82;$1.944,19;1883,366517
;23-mar;$1.508,75;$457,83;$68,67;$2.035,25;1966,576139
;24-mar;$1.579,76;$498,54;$74,78;$2.153,08;2078,297757
;25-mar;$2.068,18;$407,68;$61,15;$2.537,01;2475,862639
;26-mar;$1.418,08;$424,90;$63,74;$1.906,72;1842,981209
;27-mar;$1.269,41;$392,36;$58,85;$1.720,63;1661,7746
;28-mar;$1.559,42;$460,11;$69,02;$2.088,55;2019,530987
;29-mar;$2.304,01;$388,11;$58,22;$2.750,34;2692,120378
;30-mar;$1.133,81;$357,58;$53,64;$1.545,02;1491,385343
;31-mar;$1.829,86;$723,61;$108,54;$2.662,01;2553,472878
;01-abr;$2.443,41;$634,07;$95,11;$3.172,59;3077,479587
;02-abr;$1.459,78;$760,24;$114,04;$2.334,05;2220,014843
;03-abr;$1.136,02;$721,37;$108,21;$1.965,59;1857,387874
;04-abr;$1.600,52;$604,74;$90,71;$2.295,97;2205,260352
;05-abr;$2.011,36;$497,79;$74,67;$2.583,82;2509,151835
;06-abr;$1.388,80;$571,23;$85,68;$2.045,71;1960,029087
;07-abr;$1.451,77;$591,24;$88,69;$2.131,69;2043,00713
;08-abr;$1.740,85;$596,29;$89,44;$2.426,59;2337,143961
;09-abr;$1.581,26;$405,62;$60,84;$2.047,72;1986,87413
;10-abr;$1.100,23;$487,41;$73,11;$1.660,75;1587,63717
;11-abr;$1.760,63;$561,61;$84,24;$2.406,48;2322,239474
;12-abr;$1.781,24;$572,78;$85,92;$2.439,94;2354,023239
;13-abr;$1.159,14;$437,67;$65,65;$1.662,46;1596,8087
;14-abr;$1.375,14;$585,39;$87,81;$2.048,34;1960,528857
;15-abr;$1.441,14;$404,98;$60,75;$1.906,86;1846,117187
;16-abr;$2.338,53;$465,73;$69,86;$2.874,12;2804,255796
;17-abr;$1.625,20;$448,36;$67,25;$2.140,82;2073,563304
;18-abr;$2.659,93;$512,24;$76,84;$3.249,00;3172,166643
;19-abr;$1.007,47;$386,98;$58,05;$1.452,49;1394,442504
;20-abr;$1.185,31;$406,10;$60,91;$1.652,32;1591,409557
;21-abr;$2.974,65;$478,07;$71,71;$3.524,44;3452,725874
;22-abr;$1.882,66;$408,53;$61,28;$2.352,47;2291,192457
;23-abr;$1.689,74;$457,23;$68,58;$2.215,55;2146,965126
;24-abr;$1.253,28;$489,02;$73,35;$1.815,65;1742,299704
;25-abr;$1.519,56;$553,23;$82,98;$2.155,78;2072,791891
;26-abr;$1.440,76;$377,74;$56,66;$1.875,16;1818,498717
;27-abr;$1.099,27;$531,68;$79,75;$1.710,70;1630,9459
;28-abr;$1.882,97;$581,15;$87,17;$2.551,30;2464,122643
;29-abr;$1.638,59;$500,80;$75,12;$2.214,51;2139,386252
;30-abr;$1.581,48;$416,91;$62,54;$2.060,92;1998,388309
;01-may;$1.817,65;$635,10;$95,27;$2.548,01;2452,748513
;02-may;$1.905,71;$780,64;$117,10;$2.803,45;2686,35027
;03-may;$1.164,03;$473,52;$71,03;$1.708,58;1637,556161
;04-may;$1.796,57;$489,26;$73,39;$2.359,22;2285,830057
;05-may;$1.675,14;$515,97;$77,40;$2.268,50;2191,106817
;06-may;$1.369,67;$557,45;$83,62;$2.010,74;1927,124243
;07-may;$1.534,64;$565,95;$84,89;$2.185,48;2100,584096
;08-may;$1.226,73;$451,59;$67,74;$1.746,06;1678,320209
;09-may;$2.675,96;$519,46;$77,92;$3.273,34;3195,417909
Total 008-ESTEROS-D;;$114.694,79;$35.422,96;$5.313,44;$155.431,20;150117,7554
009-PEDREGAL-D;01-mar;$1.417,87;$631,62;$94,74;$2.144,24;2049,492209
;02-mar;$1.222,18;$631,50;$94,72;$1.948,40;1853,674935
;03-mar;$916,99;$371,18;$55,68;$1.343,85;1288,169357
;04-mar;$578,14;$290,25;$43,54;$911,94;868,3973131
;05-mar;$1.274,48;$458,83;$68,82;$1.802,14;1733,313265
;06-mar;$1.527,61;$803,56;$120,53;$2.451,71;2331,17693
;07-mar;$1.586,46;$596,24;$89,44;$2.272,14;2182,707004
;08-mar;$1.417,06;$652,63;$97,89;$2.167,58;2069,685117
;09-mar;$1.571,46;$489,42;$73,41;$2.134,30;2060,88453
;10-mar;$1.165,30;$497,47;$74,62;$1.737,39;1662,768757
;11-mar;$1.193,61;$610,85;$91,63;$1.896,09;1804,464504
;12-mar;$1.137,06;$561,05;$84,16;$1.782,27;1698,115235
;13-mar;$1.362,21;$514,41;$77,16;$1.953,78;1876,618309
;14-mar;$1.387,69;$512,64;$76,90;$1.977,22;1900,328287
;15-mar;$1.939,18;$686,34;$102,95;$2.728,47;2625,521309
;16-mar;$1.182,34;$473,92;$71,09;$1.727,35;1656,260165
;17-mar;$1.609,72;$494,21;$74,13;$2.178,06;2103,93027
;18-mar;$1.436,97;$310,09;$46,51;$1.793,57;1747,061426
;19-mar;$1.345,69;$416,89;$62,53;$1.825,12;1762,584035
;20-mar;$1.443,30;$506,76;$76,01;$2.026,07;1950,054735
;21-mar;$1.293,91;$617,30;$92,60;$2.003,81;1911,218509
;22-mar;$1.260,95;$497,77;$74,67;$1.833,39;1758,724313
;23-mar;$1.065,40;$436,43;$65,46;$1.567,29;1501,828552
;24-mar;$1.184,68;$478,58;$71,79;$1.735,05;1663,258361
;25-mar;$1.233,78;$472,15;$70,82;$1.776,75;1705,930174
;26-mar;$1.077,43;$477,71;$71,66;$1.626,80;1555,145022
;27-mar;$995,66;$328,20;$49,23;$1.373,09;1323,860483
;28-mar;$1.376,04;$553,25;$82,99;$2.012,28;1929,293044
;29-mar;$1.318,38;$531,04;$79,66;$1.929,08;1849,420091
;30-mar;$1.091,26;$490,61;$73,59;$1.655,47;1581,8755
;31-mar;$1.330,20;$750,85;$112,63;$2.193,67;2081,047752
;01-abr;$1.305,44;$642,55;$96,38;$2.044,37;1947,991113
;02-abr;$1.498,45;$706,86;$106,03;$2.311,34;2205,309917
;03-abr;$1.359,60;$656,12;$98,42;$2.114,14;2015,719639
;04-abr;$1.483,87;$561,89;$84,28;$2.130,05;2045,763387
;05-abr;$1.285,17;$485,55;$72,83;$1.843,56;1770,72483
;06-abr;$1.194,83;$447,35;$67,10;$1.709,29;1642,187996
;07-abr;$1.459,61;$529,71;$79,46;$2.068,77;1989,314
;08-abr;$1.258,99;$380,36;$57,05;$1.696,40;1639,349826
;09-abr;$1.063,51;$414,38;$62,16;$1.540,04;1477,887174
;10-abr;$968,66;$356,66;$53,50;$1.378,82;1325,321187
;11-abr;$1.258,46;$552,07;$82,81;$1.893,34;1810,530839
;12-abr;$1.183,07;$639,90;$95,99;$1.918,96;1822,972152
;13-abr;$1.089,24;$489,26;$73,39;$1.651,88;1578,493009
;14-abr;$1.427,76;$509,32;$76,40;$2.013,48;1937,081709
;15-abr;$1.487,91;$600,59;$90,09;$2.178,58;2088,493383
;16-abr;$1.776,98;$828,00;$124,20;$2.729,17;2604,974243
;17-abr;$1.450,04;$502,30;$75,34;$2.027,69;1952,341339
;18-abr;$1.274,68;$523,22;$78,48;$1.876,39;1797,904722
;19-abr;$1.186,07;$373,68;$56,05;$1.615,80;1559,750648
;20-abr;$944,48;$370,54;$55,58;$1.370,60;1315,021178
;21-abr;$1.465,67;$391,85;$58,78;$1.916,30;1857,520413
;22-abr;$1.082,45;$577,05;$86,56;$1.746,06;1659,50153
;23-abr;$1.461,13;$496,50;$74,48;$2.032,10;1957,629213
;24-abr;$1.117,29;$418,89;$62,83;$1.599,01;1536,180348
;25-abr;$1.056,97;$363,82;$54,57;$1.475,37;1420,794457
;26-abr;$963,93;$347,42;$52,11;$1.363,47;1311,3522
;27-abr;$1.226,02;$344,01;$51,60;$1.621,63;1570,027091
;28-abr;$1.353,34;$498,17;$74,72;$1.926,23;1851,508217
;29-abr;$1.248,90;$391,75;$58,76;$1.699,41;1640,646048
;30-abr;$1.264,28;$640,96;$96,14;$2.001,39;1905,242787
;01-may;$1.581,49;$616,30;$92,44;$2.290,23;2197,789696
;02-may;$1.294,85;$438,15;$65,72;$1.798,72;1733,000483
;03-may;$1.173,97;$510,06;$76,51;$1.760,54;1684,026487
;04-may;$1.118,95;$599,64;$89,95;$1.808,54;1718,596235
;05-may;$1.676,85;$469,28;$70,39;$2.216,53;2146,132535
;06-may;$1.475,22;$493,40;$74,01;$2.042,63;1968,618548
;07-may;$1.286,35;$565,50;$84,83;$1.936,67;1851,849557
;08-may;$1.077,98;$542,51;$81,38;$1.701,86;1620,486691
;09-may;$1.255,19;$695,69;$104,35;$2.055,23;1950,873852
Total 009-PEDREGAL-D;;$90.080,72;$36.115,00;$5.417,25;$131.612,97;126195,7182
010-ESTELA MARIS;01-mar;$802,32;$356,25;$53,44;$1.212,01;1158,571883
;02-mar;$635,26;$272,77;$40,92;$948,94;908,0292783
;03-mar;$638,91;$332,39;$49,86;$1.021,15;971,2947261
;04-mar;$620,02;$216,04;$32,41;$868,47;836,0665957
;05-mar;$730,56;$406,72;$61,01;$1.198,28;1137,275835
;06-mar;$689,34;$291,00;$43,65;$1.023,98;980,3345218
;07-mar;$832,66;$316,36;$47,45;$1.196,48;1149,027704
;08-mar;$857,35;$366,43;$54,97;$1.278,75;1223,78583
;09-mar;$890,50;$358,36;$53,75;$1.302,62;1248,861378
;10-mar;$945,13;$414,92;$62,24;$1.422,29;1360,054609
;11-mar;$698,80;$293,32;$44,00;$1.036,12;992,1220435
;12-mar;$922,05;$392,30;$58,84;$1.373,19;1314,349726
;13-mar;$810,04;$231,35;$34,70;$1.076,10;1041,394226
;14-mar;$662,43;$400,04;$60,01;$1.122,47;1062,462665
;15-mar;$850,35;$428,83;$64,32;$1.343,50;1279,176239
;16-mar;$613,43;$291,97;$43,80;$949,19;905,3984913
;17-mar;$760,39;$254,01;$38,10;$1.052,51;1014,406991
;18-mar;$608,80;$224,27;$33,64;$866,70;833,063687
;19-mar;$784,65;$372,99;$55,95;$1.213,59;1157,638239
;20-mar;$745,58;$288,48;$43,27;$1.077,33;1034,06177
;21-mar;$783,28;$301,27;$45,19;$1.129,75;1084,556391
;22-mar;$781,41;$309,98;$46,50;$1.137,89;1091,395957
;23-mar;$787,01;$337,91;$50,69;$1.175,61;1124,918257
;24-mar;$680,29;$341,47;$51,22;$1.072,98;1021,763983
;25-mar;$636,67;$202,11;$30,32;$869,10;838,7818827
;26-mar;$616,25;$270,14;$40,52;$926,92;886,3973479
;27-mar;$611,21;$245,22;$36,78;$893,22;856,4368174
;28-mar;$730,76;$304,95;$45,74;$1.081,45;1035,7095
;29-mar;$609,80;$328,02;$49,20;$987,02;937,8195001
;30-mar;$917,41;$313,38;$47,01;$1.277,80;1230,788444
;31-mar;$725,14;$396,17;$59,43;$1.180,73;1121,305657
;01-abr;$713,70;$381,67;$57,25;$1.152,61;1095,362978
;02-abr;$1.012,07;$388,75;$58,31;$1.459,13;1400,822331
;03-abr;$695,96;$369,86;$55,48;$1.121,30;1065,823374
;04-abr;$662,91;$251,02;$37,65;$951,58;913,9226653
;05-abr;$664,04;$296,81;$44,52;$1.005,38;960,8553783
;06-abr;$781,40;$233,21;$34,98;$1.049,60;1014,616361
;07-abr;$779,33;$328,90;$49,34;$1.157,57;1108,233687
;08-abr;$616,98;$374,00;$56,10;$1.047,08;990,9844088
;09-abr;$839,31;$344,79;$51,72;$1.235,82;1184,101609
;10-abr;$556,12;$231,57;$34,74;$822,42;787,686687
;11-abr;$953,20;$273,75;$41,06;$1.268,01;1226,946831
;12-abr;$600,45;$374,30;$56,15;$1.030,90;974,7565827
;13-abr;$602,51;$302,30;$45,35;$950,16;904,8101218
;14-abr;$831,55;$344,71;$51,71;$1.227,96;1176,256683
;15-abr;$733,22;$331,39;$49,71;$1.114,31;1064,604287
;16-abr;$695,39;$342,78;$51,42;$1.089,59;1038,174135
;17-abr;$769,18;$294,96;$44,24;$1.108,38;1064,140226
;18-abr;$809,33;$334,97;$50,25;$1.194,55;1144,302483
;19-abr;$488,53;$176,94;$26,54;$692,00;665,4623175
;20-abr;$691,48;$405,07;$60,76;$1.157,31;1096,552922
;21-abr;$876,61;$320,80;$48,12;$1.245,53;1197,407817
;22-abr;$806,75;$328,04;$49,21;$1.183,99;1134,788983
;23-abr;$824,75;$293,98;$44,10;$1.162,82;1118,727904
;24-abr;$741,63;$304,66;$45,70;$1.091,99;1046,289948
;25-abr;$629,07;$346,31;$51,95;$1.027,34;975,388174
;26-abr;$647,13;$316,26;$47,44;$1.010,83;963,3890827
;27-abr;$775,03;$361,44;$54,22;$1.190,68;1136,461926
;28-abr;$739,07;$262,59;$39,39;$1.041,04;1001,655735
;29-abr;$804,08;$304,15;$45,62;$1.153,85;1108,226926
;30-abr;$726,18;$354,55;$53,18;$1.133,92;1080,732748
;01-may;$664,91;$300,47;$45,07;$1.010,45;965,3778871
;02-may;$776,06;$314,81;$47,22;$1.138,10;1090,878683
;03-may;$763,55;$375,10;$56,26;$1.194,91;1138,649183
;04-may;$801,43;$307,39;$46,11;$1.154,93;1108,818309
;05-may;$705,81;$388,60;$58,29;$1.152,70;1094,410657
;06-may;$790,56;$397,04;$59,56;$1.247,16;1187,60657
;07-may;$803,99;$414,47;$62,17;$1.280,63;1218,4564
;08-may;$728,83;$308,67;$46,30;$1.083,80;1037,498339
;09-may;$868,37;$343,60;$51,54;$1.263,51;1211,9697
Total 010-ESTELA MARIS;;$51.948,31;$22.584,10;$3.387,61;$77.920,02;74532,40121
011-SANTA MONICA;01-mar;$1.316,59;$388,20;$58,23;$1.763,02;1704,791783
;02-mar;$794,07;$206,75;$31,01;$1.031,83;1000,815513
;03-mar;$951,55;$260,77;$39,12;$1.251,43;1212,316387
;04-mar;$878,42;$207,41;$31,11;$1.116,94;1085,832335
;05-mar;$1.178,25;$365,22;$54,78;$1.598,25;1543,468987
;06-mar;$1.008,82;$314,82;$47,22;$1.370,86;1323,634239
;07-mar;$1.242,84;$302,52;$45,38;$1.590,74;1545,362922
;08-mar;$953,71;$293,08;$43,96;$1.290,76;1246,797674
;09-mar;$1.008,79;$386,11;$57,92;$1.452,81;1394,891874
;10-mar;$1.036,40;$341,68;$51,25;$1.429,33;1378,079561
;11-mar;$1.283,57;$297,76;$44,66;$1.625,99;1581,326909
;12-mar;$1.123,67;$298,63;$44,79;$1.467,09;1422,297404
;13-mar;$1.073,39;$407,93;$61,19;$1.542,51;1481,317983
;14-mar;$1.339,75;$296,41;$44,46;$1.680,63;1636,167013
;15-mar;$965,22;$233,41;$35,01;$1.233,64;1198,624374
;16-mar;$995,16;$288,73;$43,31;$1.327,20;1283,887183
;17-mar;$1.333,07;$435,21;$65,28;$1.833,56;1768,27893
;18-mar;$984,93;$268,66;$40,30;$1.293,89;1253,58697
;19-mar;$1.129,82;$320,37;$48,06;$1.498,25;1450,190591
;20-mar;$1.507,43;$389,01;$58,35;$1.954,79;1896,433913
;21-mar;$1.168,91;$294,72;$44,21;$1.507,85;1463,63713
;22-mar;$1.422,63;$273,11;$40,97;$1.736,70;1695,732996
;23-mar;$871,65;$252,48;$37,87;$1.162,00;1124,131409
;24-mar;$1.421,00;$472,95;$70,94;$1.964,90;1893,954022
;25-mar;$1.308,27;$315,36;$47,30;$1.670,93;1623,626052
;26-mar;$1.255,53;$384,41;$57,66;$1.697,60;1639,941317
;27-mar;$927,88;$277,15;$41,57;$1.246,60;1205,024626
;28-mar;$985,31;$247,71;$37,16;$1.270,17;1233,018283
;29-mar;$1.012,63;$337,46;$50,62;$1.400,71;1350,091113
;30-mar;$1.021,00;$289,60;$43,44;$1.354,04;1310,599917
;31-mar;$978,55;$268,44;$40,27;$1.287,26;1246,993017
;01-abr;$1.442,62;$445,55;$66,83;$1.955,00;1888,168996
;02-abr;$1.208,57;$393,90;$59,08;$1.661,55;1602,4691
;03-abr;$1.243,72;$430,03;$64,50;$1.738,25;1673,742209
;04-abr;$1.160,38;$427,29;$64,09;$1.651,76;1587,663344
;05-abr;$1.052,02;$361,01;$54,15;$1.467,18;1413,026017
;06-abr;$946,87;$275,05;$41,26;$1.263,18;1221,918644
;07-abr;$1.055,74;$437,72;$65,66;$1.559,12;1493,457504
;08-abr;$1.106,23;$190,95;$28,64;$1.325,82;1297,181791
;09-abr;$1.137,40;$274,79;$41,22;$1.453,41;1412,19157
;10-abr;$830,70;$305,38;$45,81;$1.181,89;1136,081874
;11-abr;$1.296,64;$407,17;$61,08;$1.764,89;1703,816013
;12-abr;$1.161,38;$312,58;$46,89;$1.520,85;1473,960257
;13-abr;$932,40;$206,71;$31,01;$1.170,12;1139,111539
;14-abr;$1.556,21;$372,57;$55,89;$1.984,66;1928,773622
;15-abr;$1.442,48;$346,79;$52,02;$1.841,30;1789,2763
;16-abr;$1.017,12;$431,92;$64,79;$1.513,82;1449,03253
;17-abr;$1.086,10;$232,85;$34,93;$1.353,88;1318,94863
;18-abr;$1.012,15;$341,19;$51,18;$1.404,52;1353,339417
;19-abr;$1.162,47;$292,91;$43,94;$1.499,32;1455,379761
;20-abr;$989,52;$279,12;$41,87;$1.310,51;1268,641139
;21-abr;$976,44;$326,10;$48,91;$1.351,45;1302,535652
;22-abr;$1.265,80;$234,73;$35,21;$1.535,74;1500,533457
;23-abr;$1.244,79;$305,61;$45,84;$1.596,24;1550,397617
;24-abr;$1.266,71;$280,91;$42,14;$1.589,76;1547,61967
;25-abr;$1.305,48;$314,96;$47,24;$1.667,68;1620,436613
;26-abr;$1.050,62;$208,30;$31,24;$1.290,16;1258,912991
;27-abr;$959,43;$302,08;$45,31;$1.306,82;1261,510857
;28-abr;$1.198,40;$370,71;$55,61;$1.624,71;1569,103209
;29-abr;$1.163,06;$343,20;$51,48;$1.557,74;1506,261391
